Source,Target,Type,Weight
64,372,Undirected,1
64,84,Undirected,1
65,235,Undirected,1
65,476,Undirected,1
66,227,Undirected,1
66,174,Undirected,1
66,201,Undirected,1
66,342,Undirected,1
66,80,Undirected,1
68,229,Undirected,1
68,485,Undirected,1
69,135,Undirected,1
70,76,Undirected,1
70,121,Undirected,1
70,372,Undirected,1
70,84,Undirected,1
71,502,Undirected,1
71,176,Undirected,1
71,52,Undirected,1
71,120,Undirected,1
71,383,Undirected,1
71,2,Undirected,1
71,234,Undirected,1
73,153,Undirected,1
76,23,Undirected,1
76,372,Undirected,1
77,177,Undirected,1
77,361,Undirected,1
77,83,Undirected,1
78,489,Undirected,1
80,322,Undirected,1
80,252,Undirected,1
80,243,Undirected,1
80,174,Undirected,1
80,342,Undirected,1
82,356,Undirected,1
82,315,Undirected,1
82,240,Undirected,1
82,500,Undirected,1
82,227,Undirected,1
82,201,Undirected,1
82,202,Undirected,1
83,207,Undirected,1
83,77,Undirected,1
83,361,Undirected,1
84,372,Undirected,1
86,299,Undirected,1
87,109,Undirected,1
88,135,Undirected,1
89,375,Undirected,1
90,295,Undirected,1
90,251,Undirected,1
90,163,Undirected,1
90,452,Undirected,1
91,315,Undirected,1
91,500,Undirected,1
91,344,Undirected,1
91,422,Undirected,1
91,292,Undirected,1
91,417,Undirected,1
91,260,Undirected,1
91,127,Undirected,1
91,53,Undirected,1
91,351,Undirected,1
92,298,Undirected,1
92,391,Undirected,1
92,232,Undirected,1
92,375,Undirected,1
92,415,Undirected,1
92,441,Undirected,1
92,340,Undirected,1
92,89,Undirected,1
93,411,Undirected,1
93,321,Undirected,1
93,502,Undirected,1
93,11,Undirected,1
93,52,Undirected,1
93,120,Undirected,1
93,234,Undirected,1
94,41,Undirected,1
94,272,Undirected,1
94,314,Undirected,1
94,345,Undirected,1
94,414,Undirected,1
94,351,Undirected,1
95,44,Undirected,1
95,244,Undirected,1
95,288,Undirected,1
95,247,Undirected,1
96,478,Undirected,1
98,49,Undirected,1
101,145,Undirected,1
101,25,Undirected,1
101,287,Undirected,1
103,484,Undirected,1
103,466,Undirected,1
103,352,Undirected,1
103,251,Undirected,1
103,302,Undirected,1
103,185,Undirected,1
103,357,Undirected,1
103,455,Undirected,1
104,33,Undirected,1
104,100,Undirected,1
104,490,Undirected,1
104,55,Undirected,1
108,148,Undirected,1
108,369,Undirected,1
109,106,Undirected,1
109,269,Undirected,1
111,268,Undirected,1
111,478,Undirected,1
111,159,Undirected,1
111,313,Undirected,1
111,62,Undirected,1
112,295,Undirected,1
114,399,Undirected,1
114,336,Undirected,1
114,106,Undirected,1
114,172,Undirected,1
114,192,Undirected,1
114,265,Undirected,1
114,262,Undirected,1
114,497,Undirected,1
114,334,Undirected,1
115,219,Undirected,1
115,29,Undirected,1
115,346,Undirected,1
115,498,Undirected,1
115,494,Undirected,1
115,152,Undirected,1
117,18,Undirected,1
117,348,Undirected,1
117,331,Undirected,1
117,279,Undirected,1
117,402,Undirected,1
117,27,Undirected,1
117,206,Undirected,1
117,245,Undirected,1
118,171,Undirected,1
118,293,Undirected,1
118,347,Undirected,1
119,278,Undirected,1
119,238,Undirected,1
119,327,Undirected,1
121,459,Undirected,1
125,197,Undirected,1
125,259,Undirected,1
125,17,Undirected,1
125,39,Undirected,1
126,23,Undirected,1
126,337,Undirected,1
126,372,Undirected,1
126,64,Undirected,1
127,322,Undirected,1
127,315,Undirected,1
127,214,Undirected,1
127,407,Undirected,1
127,292,Undirected,1
127,91,Undirected,1
127,417,Undirected,1
128,183,Undirected,1
129,343,Undirected,1
130,237,Undirected,1
130,406,Undirected,1
130,177,Undirected,1
130,345,Undirected,1
130,242,Undirected,1
130,488,Undirected,1
130,351,Undirected,1
131,369,Undirected,1
132,172,Undirected,1
132,46,Undirected,1
132,3,Undirected,1
132,334,Undirected,1
132,376,Undirected,1
134,268,Undirected,1
134,478,Undirected,1
134,361,Undirected,1
134,319,Undirected,1
134,195,Undirected,1
134,334,Undirected,1
134,159,Undirected,1
134,111,Undirected,1
134,83,Undirected,1
134,244,Undirected,1
134,313,Undirected,1
134,470,Undirected,1
134,160,Undirected,1
134,62,Undirected,1
135,106,Undirected,1
135,51,Undirected,1
137,322,Undirected,1
137,287,Undirected,1
137,25,Undirected,1
137,500,Undirected,1
137,179,Undirected,1
137,292,Undirected,1
137,145,Undirected,1
137,426,Undirected,1
137,91,Undirected,1
137,417,Undirected,1
137,127,Undirected,1
137,35,Undirected,1
138,125,Undirected,1
138,409,Undirected,1
138,501,Undirected,1
138,412,Undirected,1
138,39,Undirected,1
139,323,Undirected,1
139,393,Undirected,1
139,402,Undirected,1
139,205,Undirected,1
143,259,Undirected,1
143,315,Undirected,1
143,410,Undirected,1
143,344,Undirected,1
143,500,Undirected,1
143,422,Undirected,1
143,199,Undirected,1
143,225,Undirected,1
143,91,Undirected,1
143,260,Undirected,1
144,402,Undirected,1
145,56,Undirected,1
145,287,Undirected,1
145,101,Undirected,1
145,25,Undirected,1
145,91,Undirected,1
145,54,Undirected,1
146,122,Undirected,1
146,140,Undirected,1
147,99,Undirected,1
149,320,Undirected,1
149,286,Undirected,1
149,400,Undirected,1
150,113,Undirected,1
150,220,Undirected,1
152,219,Undirected,1
152,346,Undirected,1
152,29,Undirected,1
152,498,Undirected,1
152,494,Undirected,1
154,18,Undirected,1
154,298,Undirected,1
154,402,Undirected,1
154,205,Undirected,1
154,245,Undirected,1
154,445,Undirected,1
154,139,Undirected,1
154,279,Undirected,1
155,122,Undirected,1
155,140,Undirected,1
158,337,Undirected,1
158,372,Undirected,1
158,23,Undirected,1
158,468,Undirected,1
158,64,Undirected,1
158,126,Undirected,1
159,313,Undirected,1
160,172,Undirected,1
160,269,Undirected,1
160,159,Undirected,1
160,3,Undirected,1
160,313,Undirected,1
160,334,Undirected,1
161,378,Undirected,1
162,220,Undirected,1
162,273,Undirected,1
162,159,Undirected,1
162,478,Undirected,1
162,480,Undirected,1
163,408,Undirected,1
164,44,Undirected,1
164,244,Undirected,1
164,288,Undirected,1
164,247,Undirected,1
166,77,Undirected,1
166,361,Undirected,1
166,83,Undirected,1
167,124,Undirected,1
167,50,Undirected,1
167,169,Undirected,1
169,124,Undirected,1
169,167,Undirected,1
171,293,Undirected,1
171,347,Undirected,1
172,399,Undirected,1
172,132,Undirected,1
172,261,Undirected,1
172,267,Undirected,1
172,3,Undirected,1
172,334,Undirected,1
173,276,Undirected,1
173,216,Undirected,1
174,342,Undirected,1
174,80,Undirected,1
174,252,Undirected,1
175,365,Undirected,1
176,71,Undirected,1
176,234,Undirected,1
176,2,Undirected,1
176,231,Undirected,1
177,351,Undirected,1
177,242,Undirected,1
177,406,Undirected,1
177,77,Undirected,1
179,274,Undirected,1
179,316,Undirected,1
179,292,Undirected,1
179,145,Undirected,1
179,91,Undirected,1
179,417,Undirected,1
179,127,Undirected,1
179,54,Undirected,1
181,356,Undirected,1
181,274,Undirected,1
181,214,Undirected,1
181,344,Undirected,1
181,500,Undirected,1
181,422,Undirected,1
181,179,Undirected,1
181,260,Undirected,1
181,6,Undirected,1
181,104,Undirected,1
181,450,Undirected,1
183,215,Undirected,1
183,193,Undirected,1
183,128,Undirected,1
185,85,Undirected,1
185,484,Undirected,1
190,357,Undirected,1
190,477,Undirected,1
190,39,Undirected,1
191,75,Undirected,1
191,348,Undirected,1
191,298,Undirected,1
191,416,Undirected,1
191,326,Undirected,1
191,226,Undirected,1
191,89,Undirected,1
191,286,Undirected,1
191,204,Undirected,1
191,400,Undirected,1
192,132,Undirected,1
192,172,Undirected,1
192,334,Undirected,1
192,109,Undirected,1
192,265,Undirected,1
192,262,Undirected,1
192,507,Undirected,1
192,480,Undirected,1
193,128,Undirected,1
193,183,Undirected,1
194,219,Undirected,1
194,297,Undirected,1
194,29,Undirected,1
194,346,Undirected,1
194,498,Undirected,1
194,298,Undirected,1
194,494,Undirected,1
194,375,Undirected,1
194,152,Undirected,1
194,226,Undirected,1
194,89,Undirected,1
194,359,Undirected,1
195,46,Undirected,1
195,247,Undirected,1
195,244,Undirected,1
195,313,Undirected,1
195,62,Undirected,1
196,132,Undirected,1
196,269,Undirected,1
196,172,Undirected,1
196,334,Undirected,1
197,409,Undirected,1
197,19,Undirected,1
198,330,Undirected,1
198,106,Undirected,1
198,269,Undirected,1
198,109,Undirected,1
198,267,Undirected,1
198,478,Undirected,1
198,470,Undirected,1
198,480,Undirected,1
199,197,Undirected,1
199,125,Undirected,1
199,259,Undirected,1
199,344,Undirected,1
202,211,Undirected,1
203,408,Undirected,1
203,467,Undirected,1
204,18,Undirected,1
204,323,Undirected,1
204,326,Undirected,1
204,139,Undirected,1
204,445,Undirected,1
206,18,Undirected,1
206,348,Undirected,1
206,331,Undirected,1
206,279,Undirected,1
206,402,Undirected,1
206,27,Undirected,1
206,245,Undirected,1
206,386,Undirected,1
206,445,Undirected,1
207,83,Undirected,1
208,511,Undirected,1
208,287,Undirected,1
208,390,Undirected,1
208,469,Undirected,1
210,368,Undirected,1
210,451,Undirected,1
211,202,Undirected,1
212,44,Undirected,1
212,131,Undirected,1
214,127,Undirected,1
215,307,Undirected,1
215,491,Undirected,1
216,276,Undirected,1
216,173,Undirected,1
220,106,Undirected,1
221,215,Undirected,1
221,387,Undirected,1
221,447,Undirected,1
221,300,Undirected,1
221,307,Undirected,1
222,323,Undirected,1
223,475,Undirected,1
223,114,Undirected,1
223,132,Undirected,1
223,269,Undirected,1
223,265,Undirected,1
223,267,Undirected,1
223,262,Undirected,1
223,7,Undirected,1
223,497,Undirected,1
223,334,Undirected,1
225,260,Undirected,1
225,356,Undirected,1
225,214,Undirected,1
225,500,Undirected,1
225,344,Undirected,1
225,422,Undirected,1
225,91,Undirected,1
225,417,Undirected,1
225,246,Undirected,1
225,127,Undirected,1
225,53,Undirected,1
226,494,Undirected,1
226,402,Undirected,1
226,152,Undirected,1
226,245,Undirected,1
227,174,Undirected,1
227,342,Undirected,1
227,66,Undirected,1
227,0,Undirected,1
230,388,Undirected,1
230,444,Undirected,1
230,42,Undirected,1
232,348,Undirected,1
232,298,Undirected,1
232,331,Undirected,1
232,402,Undirected,1
232,27,Undirected,1
232,245,Undirected,1
232,206,Undirected,1
232,415,Undirected,1
232,359,Undirected,1
232,279,Undirected,1
234,502,Undirected,1
234,52,Undirected,1
234,250,Undirected,1
234,120,Undirected,1
234,383,Undirected,1
235,65,Undirected,1
235,476,Undirected,1
236,403,Undirected,1
236,433,Undirected,1
236,463,Undirected,1
237,406,Undirected,1
237,488,Undirected,1
238,278,Undirected,1
238,327,Undirected,1
238,119,Undirected,1
239,195,Undirected,1
239,46,Undirected,1
239,247,Undirected,1
239,44,Undirected,1
239,244,Undirected,1
239,313,Undirected,1
239,62,Undirected,1
240,322,Undirected,1
240,174,Undirected,1
240,360,Undirected,1
240,243,Undirected,1
240,417,Undirected,1
240,127,Undirected,1
240,80,Undirected,1
242,177,Undirected,1
242,351,Undirected,1
243,258,Undirected,1
244,195,Undirected,1
244,95,Undirected,1
244,51,Undirected,1
244,62,Undirected,1
245,18,Undirected,1
245,348,Undirected,1
245,331,Undirected,1
245,402,Undirected,1
245,279,Undirected,1
246,131,Undirected,1
246,177,Undirected,1
246,242,Undirected,1
246,500,Undirected,1
246,505,Undirected,1
246,504,Undirected,1
246,53,Undirected,1
246,374,Undirected,1
246,351,Undirected,1
247,95,Undirected,1
247,288,Undirected,1
247,46,Undirected,1
247,51,Undirected,1
247,62,Undirected,1
249,482,Undirected,1
249,93,Undirected,1
249,71,Undirected,1
249,176,Undirected,1
249,52,Undirected,1
249,120,Undirected,1
249,383,Undirected,1
250,482,Undirected,1
250,120,Undirected,1
250,383,Undirected,1
250,2,Undirected,1
250,234,Undirected,1
251,163,Undirected,1
251,452,Undirected,1
251,408,Undirected,1
251,396,Undirected,1
253,85,Undirected,1
253,466,Undirected,1
253,292,Undirected,1
253,456,Undirected,1
253,488,Undirected,1
253,350,Undirected,1
253,54,Undirected,1
254,274,Undirected,1
254,322,Undirected,1
254,240,Undirected,1
254,281,Undirected,1
254,145,Undirected,1
254,243,Undirected,1
254,426,Undirected,1
254,174,Undirected,1
254,127,Undirected,1
254,80,Undirected,1
255,85,Undirected,1
255,274,Undirected,1
255,281,Undirected,1
255,456,Undirected,1
255,488,Undirected,1
255,253,Undirected,1
256,448,Undirected,1
257,57,Undirected,1
257,384,Undirected,1
257,340,Undirected,1
258,243,Undirected,1
259,199,Undirected,1
259,125,Undirected,1
259,197,Undirected,1
260,356,Undirected,1
260,344,Undirected,1
260,500,Undirected,1
260,422,Undirected,1
260,181,Undirected,1
260,91,Undirected,1
260,6,Undirected,1
261,161,Undirected,1
261,399,Undirected,1
261,172,Undirected,1
261,269,Undirected,1
261,3,Undirected,1
261,334,Undirected,1
261,378,Undirected,1
262,106,Undirected,1
262,334,Undirected,1
262,265,Undirected,1
262,507,Undirected,1
262,497,Undirected,1
262,480,Undirected,1
263,94,Undirected,1
263,314,Undirected,1
263,114,Undirected,1
263,106,Undirected,1
263,132,Undirected,1
263,198,Undirected,1
263,472,Undirected,1
263,192,Undirected,1
263,504,Undirected,1
263,265,Undirected,1
263,262,Undirected,1
263,454,Undirected,1
263,480,Undirected,1
263,34,Undirected,1
265,399,Undirected,1
265,266,Undirected,1
265,114,Undirected,1
265,106,Undirected,1
265,475,Undirected,1
265,377,Undirected,1
265,192,Undirected,1
265,262,Undirected,1
265,497,Undirected,1
265,334,Undirected,1
266,399,Undirected,1
266,8,Undirected,1
266,109,Undirected,1
266,265,Undirected,1
266,262,Undirected,1
266,497,Undirected,1
266,427,Undirected,1
267,475,Undirected,1
267,132,Undirected,1
267,269,Undirected,1
267,172,Undirected,1
267,334,Undirected,1
267,376,Undirected,1
268,313,Undirected,1
268,159,Undirected,1
268,62,Undirected,1
269,334,Undirected,1
271,500,Undirected,1
271,258,Undirected,1
271,91,Undirected,1
271,260,Undirected,1
271,127,Undirected,1
272,351,Undirected,1
272,414,Undirected,1
272,314,Undirected,1
272,94,Undirected,1
273,62,Undirected,1
273,162,Undirected,1
273,51,Undirected,1
273,220,Undirected,1
274,85,Undirected,1
274,281,Undirected,1
275,323,Undirected,1
276,173,Undirected,1
276,216,Undirected,1
278,238,Undirected,1
278,327,Undirected,1
278,119,Undirected,1
279,18,Undirected,1
279,348,Undirected,1
279,498,Undirected,1
279,331,Undirected,1
279,402,Undirected,1
279,27,Undirected,1
279,245,Undirected,1
279,206,Undirected,1
279,359,Undirected,1
279,445,Undirected,1
280,24,Undirected,1
280,362,Undirected,1
281,328,Undirected,1
281,316,Undirected,1
282,56,Undirected,1
282,287,Undirected,1
282,101,Undirected,1
282,25,Undirected,1
282,407,Undirected,1
282,292,Undirected,1
282,145,Undirected,1
282,91,Undirected,1
283,343,Undirected,1
283,362,Undirected,1
284,343,Undirected,1
285,511,Undirected,1
285,469,Undirected,1
285,390,Undirected,1
287,25,Undirected,1
287,35,Undirected,1
288,95,Undirected,1
288,247,Undirected,1
288,44,Undirected,1
288,244,Undirected,1
288,51,Undirected,1
289,507,Undirected,1
289,508,Undirected,1
290,175,Undirected,1
292,448,Undirected,1
292,53,Undirected,1
292,54,Undirected,1
292,91,Undirected,1
295,112,Undirected,1
295,163,Undirected,1
296,348,Undirected,1
296,298,Undirected,1
296,375,Undirected,1
296,194,Undirected,1
296,415,Undirected,1
296,340,Undirected,1
296,89,Undirected,1
296,359,Undirected,1
296,245,Undirected,1
297,348,Undirected,1
297,298,Undirected,1
297,375,Undirected,1
297,194,Undirected,1
297,415,Undirected,1
297,340,Undirected,1
297,89,Undirected,1
297,359,Undirected,1
297,245,Undirected,1
298,348,Undirected,1
298,402,Undirected,1
298,232,Undirected,1
298,375,Undirected,1
298,494,Undirected,1
298,415,Undirected,1
298,359,Undirected,1
298,279,Undirected,1
300,215,Undirected,1
300,307,Undirected,1
302,101,Undirected,1
302,214,Undirected,1
302,422,Undirected,1
302,243,Undirected,1
302,357,Undirected,1
302,201,Undirected,1
302,202,Undirected,1
303,251,Undirected,1
303,504,Undirected,1
303,163,Undirected,1
303,452,Undirected,1
305,32,Undirected,1
305,480,Undirected,1
307,215,Undirected,1
307,300,Undirected,1
308,492,Undirected,1
311,241,Undirected,1
313,470,Undirected,1
313,159,Undirected,1
313,62,Undirected,1
314,41,Undirected,1
314,94,Undirected,1
314,351,Undirected,1
315,57,Undirected,1
315,31,Undirected,1
315,410,Undirected,1
315,422,Undirected,1
315,302,Undirected,1
315,417,Undirected,1
315,6,Undirected,1
316,274,Undirected,1
316,328,Undirected,1
316,281,Undirected,1
316,179,Undirected,1
316,292,Undirected,1
316,104,Undirected,1
316,54,Undirected,1
317,337,Undirected,1
317,372,Undirected,1
317,23,Undirected,1
317,468,Undirected,1
317,158,Undirected,1
317,126,Undirected,1
318,432,Undirected,1
318,453,Undirected,1
318,492,Undirected,1
319,172,Undirected,1
319,269,Undirected,1
319,261,Undirected,1
319,267,Undirected,1
319,9,Undirected,1
319,3,Undirected,1
319,334,Undirected,1
321,502,Undirected,1
321,231,Undirected,1
322,214,Undirected,1
322,243,Undirected,1
322,91,Undirected,1
322,417,Undirected,1
322,127,Undirected,1
322,80,Undirected,1
326,402,Undirected,1
326,139,Undirected,1
326,180,Undirected,1
326,445,Undirected,1
327,278,Undirected,1
327,238,Undirected,1
327,119,Undirected,1
328,55,Undirected,1
329,269,Undirected,1
330,478,Undirected,1
330,159,Undirected,1
331,18,Undirected,1
331,348,Undirected,1
331,279,Undirected,1
331,402,Undirected,1
331,27,Undirected,1
331,386,Undirected,1
331,206,Undirected,1
331,245,Undirected,1
331,117,Undirected,1
333,157,Undirected,1
333,153,Undirected,1
334,132,Undirected,1
334,269,Undirected,1
334,172,Undirected,1
334,265,Undirected,1
334,3,Undirected,1
335,32,Undirected,1
335,220,Undirected,1
336,109,Undirected,1
337,23,Undirected,1
337,372,Undirected,1
337,126,Undirected,1
337,64,Undirected,1
338,125,Undirected,1
338,197,Undirected,1
340,498,Undirected,1
340,298,Undirected,1
340,232,Undirected,1
340,27,Undirected,1
340,152,Undirected,1
340,445,Undirected,1
340,226,Undirected,1
340,359,Undirected,1
340,279,Undirected,1
342,66,Undirected,1
342,252,Undirected,1
342,227,Undirected,1
342,174,Undirected,1
342,80,Undirected,1
344,356,Undirected,1
344,214,Undirected,1
344,25,Undirected,1
344,500,Undirected,1
344,422,Undirected,1
344,181,Undirected,1
344,260,Undirected,1
344,6,Undirected,1
345,41,Undirected,1
345,94,Undirected,1
345,314,Undirected,1
345,242,Undirected,1
345,207,Undirected,1
345,351,Undirected,1
346,219,Undirected,1
346,29,Undirected,1
346,498,Undirected,1
346,494,Undirected,1
346,152,Undirected,1
347,171,Undirected,1
347,293,Undirected,1
348,331,Undirected,1
348,298,Undirected,1
348,402,Undirected,1
348,232,Undirected,1
348,27,Undirected,1
348,245,Undirected,1
348,206,Undirected,1
348,359,Undirected,1
348,279,Undirected,1
350,197,Undirected,1
350,33,Undirected,1
350,19,Undirected,1
350,54,Undirected,1
351,242,Undirected,1
354,408,Undirected,1
354,396,Undirected,1
355,448,Undirected,1
355,33,Undirected,1
355,344,Undirected,1
355,407,Undirected,1
355,292,Undirected,1
355,181,Undirected,1
355,350,Undirected,1
355,6,Undirected,1
355,104,Undirected,1
355,324,Undirected,1
356,214,Undirected,1
356,500,Undirected,1
356,344,Undirected,1
356,260,Undirected,1
356,6,Undirected,1
356,127,Undirected,1
356,271,Undirected,1
357,199,Undirected,1
357,302,Undirected,1
357,190,Undirected,1
358,215,Undirected,1
358,128,Undirected,1
358,491,Undirected,1
358,387,Undirected,1
358,447,Undirected,1
358,193,Undirected,1
358,186,Undirected,1
359,348,Undirected,1
359,498,Undirected,1
359,298,Undirected,1
359,279,Undirected,1
359,402,Undirected,1
359,232,Undirected,1
359,27,Undirected,1
359,245,Undirected,1
359,47,Undirected,1
359,386,Undirected,1
359,206,Undirected,1
359,445,Undirected,1
360,174,Undirected,1
360,243,Undirected,1
360,240,Undirected,1
360,258,Undirected,1
361,207,Undirected,1
361,470,Undirected,1
361,77,Undirected,1
361,83,Undirected,1
362,280,Undirected,1
362,312,Undirected,1
363,39,Undirected,1
367,484,Undirected,1
368,146,Undirected,1
368,451,Undirected,1
368,210,Undirected,1
371,315,Undirected,1
372,23,Undirected,1
372,84,Undirected,1
372,76,Undirected,1
373,296,Undirected,1
375,89,Undirected,1
375,298,Undirected,1
375,415,Undirected,1
375,297,Undirected,1
376,132,Undirected,1
376,269,Undirected,1
376,172,Undirected,1
376,267,Undirected,1
376,3,Undirected,1
376,334,Undirected,1
377,161,Undirected,1
377,399,Undirected,1
377,266,Undirected,1
377,475,Undirected,1
377,172,Undirected,1
377,192,Undirected,1
377,109,Undirected,1
377,265,Undirected,1
377,262,Undirected,1
377,497,Undirected,1
377,427,Undirected,1
377,334,Undirected,1
378,161,Undirected,1
378,325,Undirected,1
379,330,Undirected,1
379,399,Undirected,1
379,266,Undirected,1
379,172,Undirected,1
379,377,Undirected,1
379,192,Undirected,1
379,261,Undirected,1
379,109,Undirected,1
379,265,Undirected,1
379,401,Undirected,1
379,334,Undirected,1
380,404,Undirected,1
380,319,Undirected,1
380,192,Undirected,1
380,334,Undirected,1
380,159,Undirected,1
380,9,Undirected,1
380,262,Undirected,1
380,53,Undirected,1
380,480,Undirected,1
382,218,Undirected,1
382,146,Undirected,1
382,210,Undirected,1
384,257,Undirected,1
384,86,Undirected,1
385,10,Undirected,1
386,18,Undirected,1
386,348,Undirected,1
386,331,Undirected,1
386,27,Undirected,1
386,206,Undirected,1
386,359,Undirected,1
386,279,Undirected,1
386,117,Undirected,1
387,215,Undirected,1
387,307,Undirected,1
387,300,Undirected,1
388,389,Undirected,1
388,444,Undirected,1
390,511,Undirected,1
390,469,Undirected,1
393,18,Undirected,1
393,154,Undirected,1
393,323,Undirected,1
393,402,Undirected,1
393,205,Undirected,1
393,436,Undirected,1
393,139,Undirected,1
393,245,Undirected,1
393,117,Undirected,1
394,294,Undirected,1
396,408,Undirected,1
396,354,Undirected,1
398,325,Undirected,1
399,114,Undirected,1
399,172,Undirected,1
399,334,Undirected,1
399,261,Undirected,1
399,265,Undirected,1
399,262,Undirected,1
399,497,Undirected,1
399,480,Undirected,1
400,462,Undirected,1
401,463,Undirected,1
402,18,Undirected,1
402,348,Undirected,1
402,279,Undirected,1
402,27,Undirected,1
402,245,Undirected,1
404,334,Undirected,1
404,480,Undirected,1
406,237,Undirected,1
406,207,Undirected,1
406,242,Undirected,1
406,177,Undirected,1
407,292,Undirected,1
407,127,Undirected,1
407,54,Undirected,1
407,91,Undirected,1
409,197,Undirected,1
410,259,Undirected,1
410,125,Undirected,1
410,500,Undirected,1
410,344,Undirected,1
410,199,Undirected,1
410,145,Undirected,1
410,209,Undirected,1
410,409,Undirected,1
411,502,Undirected,1
412,19,Undirected,1
413,33,Undirected,1
413,412,Undirected,1
414,41,Undirected,1
414,314,Undirected,1
415,348,Undirected,1
415,298,Undirected,1
415,232,Undirected,1
415,375,Undirected,1
415,92,Undirected,1
416,29,Undirected,1
416,348,Undirected,1
416,498,Undirected,1
416,298,Undirected,1
416,331,Undirected,1
416,279,Undirected,1
416,402,Undirected,1
416,494,Undirected,1
416,27,Undirected,1
416,245,Undirected,1
416,206,Undirected,1
416,359,Undirected,1
416,445,Undirected,1
417,322,Undirected,1
417,500,Undirected,1
